WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
f3b0b241,MP 0033,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 33,IDA 0242,,,Block 12,,2023-10-21,753967,Approved by IDA,Sanctioned,Lok Sabha,0,
a7bcfbee,MP 0166,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 166,IDA 0391,,,,,2023-06-07,461098,Action Pending,Sanctioned,Lok Sabha,0,
fb1ebb8d,MP 0013,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 13,IDA 0175,,,Block 10,,2023-05-13,275033,Approved by IDA,Unsanctioned,Lok Sabha,0,
815bb0d1,MP 0225,NA - construction of cremation ground shed,Normal/Others,Jharkhand,Jharkhand Constituency 225,IDA 0119,,,Block 10,Village 61,2023-11-08,526922,Action Pending,Sanctioned,Lok Sabha,0,
2313a185,MP 0079,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 79,IDA 0288,,Ward 10,,,2023-09-27,188905,Action Pending,Sanctioned,Lok Sabha,0,
770fa3c4,MP 0150,NA - construction of cremation ground shed,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 150,IDA 0274,,,Block 9,,2023-08-22,339176,Action Pending,Unsanctioned,Lok Sabha,0,
fbf15b67,MP 0007,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 7,IDA 0097,,Ward 5,Block 2,Village 91,2023-11-14,355706,Action Pending,Unsanctioned,Lok Sabha,0,
12f7775e,MP 0063,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 63,IDA 0133,,,Block 6,Village 57,2024-02-02,645431,Rejected by IDA,Sanctioned,Rajya Sabha,0,
34645059,MP 0127,NA - construction of public toilet complex,Normal/Others,Haryana,Haryana Constituency 127,IDA 0171,,Ward 19,Block 2,,2023-07-12,4022624,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
af2f8637,MP 0058,NA - construction of community hall,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 58,IDA 0261,,Ward 16,Block 4,Village 36,2024-02-03,3965996,Action Pending,Unsanctioned,Lok Sabha,0,
5cf01e7e,MP 0145,NA - installation of solar street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 145,IDA 0006,,,,,2023-11-12,282908,Action Pending,Sanctioned,Lok Sabha,0,
78a3a352,MP 0126,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 126,IDA 0178,,,,,2024-03-09,664574,Rejected by IDA,Unsanctioned,Lok Sabha,0,
fbd751e1,MP 0191,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 191,IDA 0197,,Ward 22,,,2023-04-30,508187,Action Pending,Unsanctioned,Rajya Sabha,0,
d4fca5f0,MP 0298,NA – construction of community hall (Phase 3),Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0261,,,,,2023-10-04,3211806,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
b978d7c5,MP 0269,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 269,IDA 0260,,Ward 20,,,2023-05-15,381637,Action Pending,Unsanctioned,Lok Sabha,0,
4c311f3f,MP 0218,NA - construction of community hall,Normal/Others,Punjab,Punjab Constituency 218,IDA 0196,,Ward 29,,Village 5,2023-05-22,3701456,Action Pending,Ongoing,Lok Sabha,0,
7ac40122,MP 0162,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 162,IDA 0368,,,,,2023-10-27,15759104,Approved by IDA,Sanctioned,Rajya Sabha,1,overpricing
7f553918,MP 0054,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 54,IDA 0315,,,,,2023-12-14,715078,Action Pending,Unsanctioned,Lok Sabha,0,
e39f79f3,MP 0120,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 120,IDA 0300,,,,Village 69,2024-02-15,616144,Action Pending,Unsanctioned,Lok Sabha,0,
ba6728e9,MP 0093,NA - installation of solar street lights,Normal/Others,Rajasthan,Rajasthan Constituency 93,IDA 0099,,,,Village 41,2023-04-29,320765,Action Pending,Sanctioned,Rajya Sabha,0,
919d397f,MP 0203,NA - construction of public toilet complex,Normal/Others,Bihar,Bihar Constituency 203,IDA 0029,,,,,2023-09-04,493313,Action Pending,Unsanctioned,Rajya Sabha,1,structuring
27d56311,MP 0135,NA - renovation of government school building,Normal/Others,Jharkhand,Jharkhand Constituency 135,IDA 0029,,,,,2023-06-25,1543566,Approved by IDA,Completed,Lok Sabha,0,
1fb678cb,MP 0289,NA - construction of community hall,Normal/Others,Bihar,Bihar Constituency 289,IDA 0108,,,,,2024-01-23,2027424,Action Pending,Unsanctioned,Lok Sabha,0,
3034fc29,MP 0185,NA - construction of cremation ground shed,Normal/Others,Assam,Assam Constituency 185,IDA 0369,,,Block 8,,2024-01-15,516656,Action Pending,Unsanctioned,Lok Sabha,0,
eaeeed4d,MP 0282,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 282,IDA 0155,,,,,2023-10-25,1797851,Action Pending,Unsanctioned,Lok Sabha,0,
b7753138,MP 0220,NA - repair and renovation of anganwadi center,Normal/Others,Rajasthan,Rajasthan Constituency 220,IDA 0174,,Ward 15,Block 6,Village 7,2023-12-17,358146,Action Pending,Unsanctioned,Lok Sabha,0,
b3a99fee,MP 0138,NA - renovation of government school building,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 138,IDA 0266,,,,,2023-07-01,10346670,Approved by IDA,Unsanctioned,Rajya Sabha,1,overpricing
46d33806,MP 0224,NA - construction of public toilet complex,Normal/Others,Telangana,Telangana Constituency 224,IDA 0121,,Ward 18,,,2023-04-24,490167,Approved by IDA,Sanctioned,Lok Sabha,0,
d9f189d7,MP 0261,NA - installation of CCTV surveillance system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 261,IDA 0010,,,,,2023-06-27,230249,Action Pending,Unsanctioned,Rajya Sabha,0,
8467c9ba,MP 0237,NA - repair of internal roads,Normal/Others,Haryana,Haryana Constituency 237,IDA 0240,,,,Village 59,2023-05-08,655987,Action Pending,Sanctioned,Lok Sabha,0,
60d6596f,MP 0195,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 195,IDA 0122,,Ward 10,,,2023-07-29,304753,Approved by IDA,Sanctioned,Lok Sabha,0,
3e3ffe0e,MP 0228,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0123,,,,,2024-01-23,1586939,Approved by IDA,Sanctioned,Lok Sabha,0,
c75977f6,MP 0146,NA - repair and renovation of anganwadi center,Normal/Others,Uttarakhand,Uttarakhand Constituency 146,IDA 0004,,,,,2023-10-05,444726,Action Pending,Ongoing,Lok Sabha,0,
38270231,MP 0159,NA - development of public park,Normal/Others,Telangana,Telangana Constituency 159,IDA 0013,,Ward 22,,,2024-02-01,1034208,Approved by IDA,Unsanctioned,Lok Sabha,0,
5fe609ab,MP 0033,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 33,IDA 0093,,,,Village 4,2023-07-08,551827,Approved by IDA,Sanctioned,Lok Sabha,0,
ee1104a2,MP 0036,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 36,IDA 0015,,,,Village 48,2023-12-05,152569,Approved by IDA,Unsanctioned,Rajya Sabha,0,
66592b36,MP 0052,NA - construction of cremation ground shed,Normal/Others,Telangana,Telangana Constituency 52,IDA 0152,,,Block 6,Village 20,2023-09-30,241821,Approved by IDA,Unsanctioned,Lok Sabha,0,
220bc006,MP 0252,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 252,IDA 0359,,,Block 7,,2023-07-29,2356264,Approved by IDA,Unsanctioned,Lok Sabha,0,
55ecf19d,MP 0091,NA - development of public park,Normal/Others,Delhi,Delhi Constituency 91,IDA 0171,,,,,2023-08-17,1032156,Approved by IDA,Unsanctioned,Rajya Sabha,0,
194cafd7,MP 0197,NA - construction of drainage system,Normal/Others,Delhi,Delhi Constituency 197,IDA 0288,,Ward 18,,,2023-10-16,7439806,Action Pending,Sanctioned,Lok Sabha,1,overpricing
294fe53b,MP 0046,NA - installation of solar street lights,Normal/Others,West Bengal,West Bengal Constituency 46,IDA 0364,,,Block 13,,2023-11-17,438903,Approved by IDA,Sanctioned,Lok Sabha,0,
0af9effc,MP 0234,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 234,IDA 0252,,,Block 7,,2023-06-09,524791,Action Pending,Sanctioned,Rajya Sabha,1,duplicate
ed06dab1,MP 0284,NA - construction of public toilet complex,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 284,IDA 0277,,,,,2023-05-08,724592,Approved by IDA,Ongoing,Rajya Sabha,1,ghost_project
6cbd11cd,MP 0000,NA - development of public park,Normal/Others,West Bengal,West Bengal Constituency 0,IDA 0200,,,Block 7,,2023-08-05,1739538,Approved by IDA,Ongoing,Lok Sabha,0,
bde92c32,MP 0028,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 28,IDA 0062,,,,Village 5,2023-05-07,1981635,Action Pending,Sanctioned,Lok Sabha,0,
50c33ee5,MP 0179,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0025,,,Block 8,,2023-05-07,195207,Approved by IDA,Completed,Lok Sabha,0,
4e68a87e,MP 0175,NA - installation of solar street lights,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0234,,,Block 3,,2023-08-23,369897,Action Pending,Unsanctioned,Lok Sabha,0,
1f24e2b8,MP 0229,NA - installation of street lights,Normal/Others,West Bengal,West Bengal Constituency 229,IDA 0103,,,Block 13,,2024-03-05,80314,Rejected by IDA,Unsanctioned,Lok Sabha,0,
1029e6bc,MP 0240,NA - construction of cremation ground shed,Normal/Others,Jharkhand,Jharkhand Constituency 240,IDA 0163,,,,Village 19,2023-04-09,490382,Action Pending,Completed,Lok Sabha,0,
475396a6,MP 0202,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0375,,,Block 1,,2023-07-12,1468162,Approved by IDA,Unsanctioned,Lok Sabha,0,
ef6b5481,MP 0165,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 165,IDA 0167,,,Block 5,,2023-11-16,115018,Action Pending,Unsanctioned,Rajya Sabha,0,
48b5bc0d,MP 0281,NA - renovation of government school building,Normal/Others,Maharashtra,Maharashtra Constituency 281,IDA 0334,,Ward 13,Block 7,Village 64,2024-02-26,1992526,Action Pending,Sanctioned,Lok Sabha,0,
61cc7a6f,MP 0024,NA - construction of public toilet complex,Normal/Others,Assam,Assam Constituency 24,IDA 0046,,,Block 11,,2023-06-05,534999,Action Pending,Unsanctioned,Rajya Sabha,0,
56748d60,MP 0288,NA - repair of drinking water supply pipeline,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0335,,Ward 11,,,2023-10-09,807676,Action Pending,Sanctioned,Lok Sabha,0,
491a77a1,MP 0187,NA - construction of boundary wall for school,Normal/Others,Assam,Assam Constituency 187,IDA 0174,,Ward 6,Block 15,Village 66,2023-06-22,657959,Action Pending,Unsanctioned,Lok Sabha,0,
7caafb2e,MP 0073,NA - repair and renovation of anganwadi center,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 73,IDA 0142,,Ward 2,,,2024-01-05,375913,Action Pending,Unsanctioned,Lok Sabha,0,
2dcc5a0c,MP 0282,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 282,IDA 0052,,,Block 10,Village 25,2024-03-10,453398,Action Pending,Unsanctioned,Lok Sabha,0,
0ca341ed,MP 0039,NA - construction of boundary wall for school,Normal/Others,Telangana,Telangana Constituency 39,IDA 0072,,,,,2023-10-30,499345,Action Pending,Unsanctioned,Lok Sabha,0,
1f3d2b9b,MP 0212,NA - installation of street lights,Normal/Others,Haryana,Haryana Constituency 212,IDA 0308,,,,,2023-12-11,792665,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
63e22419,MP 0270,NA - installation of solar street lights,Normal/Others,Punjab,Punjab Constituency 270,IDA 0025,,Ward 24,,Village 31,2023-08-17,365124,Approved by IDA,Unsanctioned,Rajya Sabha,0,
a9860d97,MP 0035,NA - installation of solar street lights,Normal/Others,West Bengal,West Bengal Constituency 35,IDA 0219,,,,Village 17,2023-07-25,250291,Action Pending,Unsanctioned,Lok Sabha,0,
ad3f2b56,MP 0116,NA - installation of hand pumps and borewells,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0012,,Ward 3,,Village 83,2023-12-17,62881,Action Pending,Sanctioned,Lok Sabha,0,
9f624eee,MP 0299,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 299,IDA 0041,,,Block 10,Village 46,2023-12-24,238213,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
502a5cf1,MP 0238,NA - repair and renovation of anganwadi center,Normal/Others,Assam,Assam Constituency 238,IDA 0283,,,,Village 26,2023-05-24,537096,Approved by IDA,Ongoing,Lok Sabha,0,
96a12eec,MP 0127,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 127,IDA 0355,,Ward 25,Block 6,,2023-12-12,198679,Action Pending,Completed,Lok Sabha,0,
bef7ecdf,MP 0101,NA - installation of street lights,Normal/Others,Haryana,Haryana Constituency 101,IDA 0011,,,,,2023-04-04,135461,Approved by IDA,Unsanctioned,Rajya Sabha,0,
c4a9be0e,MP 0006,NA - repair and renovation of anganwadi center,Normal/Others,West Bengal,West Bengal Constituency 6,IDA 0335,,Ward 18,,Village 91,2024-02-11,2452589,Rejected by IDA,Unsanctioned,Lok Sabha,1,structuring
17f5b341,MP 0204,NA - repair of drinking water supply pipeline,Normal/Others,Maharashtra,Maharashtra Constituency 204,IDA 0105,,,Block 15,,2023-04-09,1070517,Action Pending,Completed,Lok Sabha,0,
65f17767,MP 0047,NA - repair of drinking water supply pipeline,Normal/Others,Kerala,Kerala Constituency 47,IDA 0159,,Ward 7,Block 4,,2023-05-28,779263,Action Pending,Unsanctioned,Rajya Sabha,0,
c66aa48c,MP 0203,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 203,IDA 0149,,,Block 11,Village 5,2024-01-12,1514143,Action Pending,Completed,Lok Sabha,0,
8ebbeffe,MP 0228,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0365,,,Block 8,,2023-05-25,2182713,Action Pending,Unsanctioned,Rajya Sabha,0,
01d3c8a8,MP 0221,NA - renovation of government school building,Normal/Others,West Bengal,West Bengal Constituency 221,IDA 0362,,,Block 14,,2023-12-24,1478173,Action Pending,Ongoing,Lok Sabha,0,
02832703,MP 0092,NA - construction of cremation ground shed,Normal/Others,Odisha,Odisha Constituency 92,IDA 0041,,Ward 21,Block 8,Village 98,2023-06-26,444688,Approved by IDA,Unsanctioned,Lok Sabha,0,
37363cd9,MP 0190,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 190,IDA 0003,,,,,2023-05-28,811523,Approved by IDA,Unsanctioned,Lok Sabha,0,
920a921b,MP 0267,NA - repair of drinking water supply pipeline,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 267,IDA 0060,,,Block 11,,2023-12-15,423025,Action Pending,Unsanctioned,Lok Sabha,0,
3c4b0129,MP 0138,NA – development of public park (Phase 2),Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 138,IDA 0363,,Ward 3,,,2023-05-31,1310161,Approved by IDA,Ongoing,Lok Sabha,1,duplicate
4e4ff2d1,MP 0210,NA - construction of community hall,Normal/Others,Punjab,Punjab Constituency 210,IDA 0109,,,Block 7,,2023-04-14,2640739,Approved by IDA,Ongoing,Rajya Sabha,1,ghost_project
43097bd6,MP 0179,NA - construction of public toilet complex,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0356,,,Block 7,Village 23,2023-08-24,352163,Approved by IDA,Sanctioned,Lok Sabha,0,
46f9308d,MP 0129,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 129,IDA 0304,,,,,2023-04-23,165219,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
daa81053,MP 0205,NA - installation of street lights,Normal/Others,Odisha,Odisha Constituency 205,IDA 0093,,,Block 10,Village 37,2024-03-10,173375,Approved by IDA,Completed,Lok Sabha,0,
4c472651,MP 0057,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0120,,Ward 3,,,2023-09-09,113067,Action Pending,Sanctioned,Lok Sabha,0,
8418fa48,MP 0052,NA - installation of solar street lights,Normal/Others,Telangana,Telangana Constituency 52,IDA 0259,,,,Village 1,2023-08-13,153859,Action Pending,Unsanctioned,Lok Sabha,0,
b2ce3d40,MP 0238,NA - construction of drainage system,Normal/Others,Assam,Assam Constituency 238,IDA 0370,,,,,2023-06-01,985829,Approved by IDA,Sanctioned,Lok Sabha,0,
52c1f0c5,MP 0258,NA - repair and renovation of anganwadi center,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0258,,,Block 7,Village 22,2023-08-09,348893,Action Pending,Sanctioned,Lok Sabha,0,
f5c0cdda,MP 0015,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 15,IDA 0235,,,,Village 97,2023-10-07,762180,Approved by IDA,Unsanctioned,Lok Sabha,0,
36e75a00,MP 0130,NA - construction of public toilet complex,Normal/Others,Haryana,Haryana Constituency 130,IDA 0330,,,Block 14,Village 99,2023-06-01,709702,Action Pending,Ongoing,Rajya Sabha,0,
af16116e,MP 0008,NA - installation of street lights,Normal/Others,Bihar,Bihar Constituency 8,IDA 0088,,Ward 8,,Village 83,2023-05-15,85279,Approved by IDA,Unsanctioned,Lok Sabha,0,
4105d9e0,MP 0138,NA - installation of hand pumps and borewells,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 138,IDA 0068,,,,,2023-10-24,188110,Approved by IDA,Ongoing,Rajya Sabha,0,
f93cfccc,MP 0271,NA - installation of RO water purification unit,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0034,,,Block 9,Village 8,2023-12-31,2403384,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
4c962961,MP 0083,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0247,,,Block 8,Village 60,2023-08-01,992630,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
8323d904,MP 0094,NA - repair and renovation of anganwadi center,Normal/Others,Punjab,Punjab Constituency 94,IDA 0070,,Ward 4,,Village 36,2023-07-27,458507,Approved by IDA,Unsanctioned,Lok Sabha,0,
08d2caa0,MP 0248,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 248,IDA 0283,,,,,2023-04-15,924718,Approved by IDA,Unsanctioned,Lok Sabha,0,
a619594d,MP 0079,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 79,IDA 0062,,Ward 7,,,2024-02-03,1921127,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
0ffa3919,MP 0202,NA - repair of drinking water supply pipeline,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0041,,Ward 11,Block 7,Village 26,2024-01-10,1120052,Approved by IDA,Ongoing,Lok Sabha,1,vendor_capture
66b842ec,MP 0063,NA - installation of street lights,Normal/Others,Gujarat,Gujarat Constituency 63,IDA 0277,,,,,2023-07-12,257563,Rejected by IDA,Unsanctioned,Lok Sabha,0,
42a57ace,MP 0230,NA - installation of solar street lights,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0287,,Ward 27,,Village 23,2023-05-29,417924,Approved by IDA,Unsanctioned,Lok Sabha,0,
098e107c,MP 0299,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 299,IDA 0390,,,Block 10,Village 21,2023-05-17,2094200,Approved by IDA,Unsanctioned,Lok Sabha,0,
a75dd4bd,MP 0206,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 206,IDA 0009,,,Block 4,Village 55,2023-04-07,724658,Action Pending,Completed,Lok Sabha,0,
7d36f017,MP 0107,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 107,IDA 0156,,Ward 4,,,2023-08-23,293256,Approved by IDA,Unsanctioned,Lok Sabha,0,
004883a8,MP 0148,NA - installation of CCTV surveillance system,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 148,IDA 0238,,,,Village 91,2024-02-08,975796,Approved by IDA,Sanctioned,Lok Sabha,1,structuring
76fe0134,MP 0280,NA - construction of drainage system,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0081,,,,,2023-07-01,1634289,Action Pending,Ongoing,Lok Sabha,0,
04e1e2f4,MP 0280,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0047,,,,,2024-02-29,496497,Rejected by IDA,Unsanctioned,Lok Sabha,0,
